ASTON MARTIN,ASTON MARTIN VANQUISH,1,Engine,High Flow Carbon Fibre Airbox,30 Minutes,0.5,15900,4
ASTON MARTIN,ASTON MARTIN VANQUISH,2,Engine,Competition Engine Tuning,1 Hour,0.5,23900,6
ASTON MARTIN,ASTON MARTIN VANQUISH,3,Engine,Competition Throttle Body,2 Hours 30 Minutes,0.5,35900,9
ASTON MARTIN,ASTON MARTIN VANQUISH,4,Engine,Increase Engine Bore,4 Hours,0.5,53800,14
ASTON MARTIN,ASTON MARTIN VANQUISH,5,Engine,Performance Intake Manifold,—,0.5,,22
ASTON MARTIN,ASTON MARTIN VANQUISH,6,Engine,Competition Cam-shaft,12 Hours,0.5,121000,32
ASTON MARTIN,ASTON MARTIN VANQUISH,7,Engine,Performance Cylinder Heads,—,0.5,,50
ASTON MARTIN,ASTON MARTIN VANQUISH,1,Drivetrain,Ultra-Lightweight Flywheel,30 Minutes,0.7,14800,4
ASTON MARTIN,ASTON MARTIN VANQUISH,2,Drivetrain,Race-Spec Lightweight Differential,1 Hour,0.8,22200,6
ASTON MARTIN,ASTON MARTIN VANQUISH,3,Drivetrain,Lightweight Sequential Gearbox,—,0.7,,9
ASTON MARTIN,ASTON MARTIN VANQUISH,1,Body,Polycarbonate Window Replacements,30 Minutes,0.4,11800,3
ASTON MARTIN,ASTON MARTIN VANQUISH,2,Body,Weight Reduction,1 Hour,0.4,17700,4
ASTON MARTIN,ASTON MARTIN VANQUISH,3,Body,General Body Refinement,2 Hours 30 Minutes,0.4,26500,7
ASTON MARTIN,ASTON MARTIN VANQUISH,4,Body,Aero Optimised Undertray,—,0.4,,10
ASTON MARTIN,ASTON MARTIN VANQUISH,5,Body,Advanced Body Refinement,8 Hours,0.4,59600,16
ASTON MARTIN,ASTON MARTIN VANQUISH,6,Body,Advanced Weight Reduction,—,0.5,,24
ASTON MARTIN,ASTON MARTIN VANQUISH,1,Suspension,Carbon Fibre Strut Brace,30 Minutes,0.5,13600,3
ASTON MARTIN,ASTON MARTIN VANQUISH,2,Suspension,Performance Sway Bars,1 Hour,0.5,20400,5
ASTON MARTIN,ASTON MARTIN VANQUISH,3,Suspension,Advanced Suspension Tuning,2 Hours 30 Minutes,0.5,30600,8
ASTON MARTIN,ASTON MARTIN VANQUISH,4,Suspension,Uprated Sports Shocks,4 Hours,0.6,45900,12
ASTON MARTIN,ASTON MARTIN VANQUISH,5,Suspension,Fully Adjustable Sports Shocks,—,0.5,,18
ASTON MARTIN,ASTON MARTIN VANQUISH,1,Exhaust,Uprated Hi-Flow Catalytic Converter,30 Minutes,0.7,13400,3
ASTON MARTIN,ASTON MARTIN VANQUISH,2,Exhaust,Custom Titanium Exhaust Headers,1 Hour,0.7,20200,5
ASTON MARTIN,ASTON MARTIN VANQUISH,3,Exhaust,Custom Titanium Competition Exhaust,—,0.7,,8
ASTON MARTIN,ASTON MARTIN VANQUISH,1,Brakes,Uprated Competition Brake Pads,30 Minutes,0.5,10400,2
ASTON MARTIN,ASTON MARTIN VANQUISH,2,Brakes,Uprated Competition Calipers,1 Hour,0.5,15600,4
ASTON MARTIN,ASTON MARTIN VANQUISH,3,Brakes,Uprated Carbon Ceramic Vented Brake Discs,—,0.5,,6
ASTON MARTIN,ASTON MARTIN VANQUISH,1,Tires & Wheels,Camber Alignment,30 Minutes,0.6,12500,3
ASTON MARTIN,ASTON MARTIN VANQUISH,2,Tires & Wheels,High-Grip Performance Compound,1 Hour,0.6,18700,5
ASTON MARTIN,ASTON MARTIN VANQUISH,3,Tires & Wheels,Lightweight Alloy Rims,—,0.6,,7
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,1,Engine,High Flow Carbon Fibre Airbox,1 Hour,0.4,22600,6
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,2,Engine,High-Performance Engine Tuning,2 Hours 30 Minutes,0.4,33900,9
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,3,Engine,Performance Throttle Body,4 Hours,0.5,50800,14
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,4,Engine,Increase Engine Bore,8 Hours,0.4,76200,20
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,5,Engine,Performance Intake Manifold,—,0.4,,30
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,6,Engine,Competition Cam-shaft,18 Hours,0.5,171400,46
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,7,Engine,Performance Cylinder Heads,—,0.5,,70
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,1,Drivetrain,Ultra-Lightweight Flywheel,1 Hour,0.6,21000,5
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,2,Drivetrain,Race-Spec Lightweight Differential,2 Hours 30 Minutes,0.7,31500,8
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,3,Drivetrain,Lightweight Sequential Gearbox,—,0.7,,12
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,1,Body,Polycarbonate Window Replacements,1 Hour,0.4,16700,4
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,2,Body,Weight Reduction,2 Hours 30 Minutes,0.3,25000,6
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,3,Body,General Body Refinement,4 Hours,0.3,37600,10
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,4,Body,Aero Optimised Undertray,—,0.3,,15
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,5,Body,Carbon Fibre Panels,12 Hours,0.4,84500,22
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,6,Body,Advanced Weight Reduction,—,0.3,,35
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,1,Suspension,Carbon Fibre Strut Brace,1 Hour,0.4,19300,5
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,2,Suspension,Performance Sway Bars,2 Hours 30 Minutes,0.5,28900,8
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,3,Suspension,Advanced Suspension Tuning,4 Hours,0.5,43300,12
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,4,Suspension,Uprated Sports Shocks,8 Hours,0.4,65000,18
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,5,Suspension,Fully Adjustable Racing Shocks,—,0.4,,26
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,1,Exhaust,Uprated Hi-Flow Catalytic Converter,1 Hour,0.6,19000,5
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,2,Exhaust,Custom Titanium Exhaust Headers,2 Hours 30 Minutes,0.5,28600,7
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,3,Exhaust,Custom Titanium Competition Exhaust,—,0.6,,10
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,1,Brakes,Uprated Competition Brake Pads,1 Hour,0.5,14700,4
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,2,Brakes,Uprated Competition Calipers,2 Hours 30 Minutes,0.5,22100,6
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,3,Brakes,Uprated Carbon Ceramic Vented Brake Discs,—,0.4,,9
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,1,Tires & Wheels,Camber Alignment,1 Hour,0.5,17700,4
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,2,Tires & Wheels,High-Grip Performance Compound,2 Hours 30 Minutes,0.5,26500,7
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,3,Tires & Wheels,Lightweight Alloy Rims,—,0.6,,10
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,1,Engine,High Flow Carbon Fibre Airbox,1 Hour,0.7,79700,32
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,2,Engine,High Performance Throttle Body,—,0.6,,48
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,3,Engine,Advanced Engine Tuning,4 Hours,0.6,179300,70
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,4,Engine,Custom Engine Re-bore,—,0.6,,110
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,5,Engine,Competition Intake Manifold,12 Hours,0.6,403500,165
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,6,Engine,Competition Cylinder Heads,—,0.7,,250
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,1,Drivetrain,Lightweight Performance Flywheel,1 Hour,0.7,74200,30
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,2,Drivetrain,Ultra-Lightweight Driveshaft,—,0.7,,46
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,3,Drivetrain,Ultra-Lightweight Differential,4 Hours,0.8,166800,65
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,4,Drivetrain,Re-calibrated Gearbox,—,0.8,,100
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,1,Body,High Performance Body Refinements,1 Hour,0.7,58900,24
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,2,Body,Advanced Weight Reduction,—,0.7,,36
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,3,Body,Competition Aerodynamic Detailing,4 Hours,0.7,132500,55
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,1,Suspension,Competition Coil Springs,1 Hour,0.6,68000,28
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,2,Suspension,Advanced Suspension Tuning,—,0.6,,42
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,3,Suspension,Competition Sway Bars,4 Hours,0.7,153000,60
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,4,Suspension,Fully Adjustable Competition Shocks,—,0.6,,95
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,1,Exhaust,Custom Exhaust Headers,1 Hour,0.7,67200,28
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,2,Exhaust,Ultra-Flow Catalytic Converter,—,0.7,,42
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,3,Exhaust,Custom Titanium Competition Exhaust,4 Hours,0.7,151200,60
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,4,Exhaust,Uprated Racing Headers,—,0.7,,90
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,1,Brakes,Advanced Brake Pads,1 Hour,0.6,52000,20
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,2,Brakes,Carbon Ceramic Brake Discs,—,0.6,,32
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,3,Brakes,Uprated Competition Calipers,4 Hours,0.6,116900,48
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,1,Tires & Wheels,Specialized Camber & Toe Adjustments,1 Hour,0.7,62400,26
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,2,Tires & Wheels,High-Grip Performance Compound,—,0.7,,38
ASTON MARTIN,ASTON MARTIN VANTAGE AMR PRO,3,Tires & Wheels,Ultra Light Competition Rims,4 Hours,0.7,140300,55
ASTON MARTIN,ASTON MARTIN VANTAGE N430,1,Engine,High Flow Carbon Fibre Airbox,1 Hour,0.6,26600,7
ASTON MARTIN,ASTON MARTIN VANTAGE N430,2,Engine,Competition Engine Tuning,—,0.6,,10
ASTON MARTIN,ASTON MARTIN VANTAGE N430,3,Engine,Competition Throttle Body,4 Hours,0.6,60000,16
ASTON MARTIN,ASTON MARTIN VANTAGE N430,4,Engine,Increase Engine Bore,—,0.6,,24
ASTON MARTIN,ASTON MARTIN VANTAGE N430,5,Engine,Performance Intake Manifold,12 Hours,0.6,134900,36
ASTON MARTIN,ASTON MARTIN VANTAGE N430,6,Engine,Competition Cam-shaft,—,0.6,,55
ASTON MARTIN,ASTON MARTIN VANTAGE N430,7,Engine,Competition Cylinder Heads,1 Day,0.6,303400,80
ASTON MARTIN,ASTON MARTIN VANTAGE N430,1,Drivetrain,Lightweight Flywheel,1 Hour,0.7,24800,6
ASTON MARTIN,ASTON MARTIN VANTAGE N430,2,Drivetrain,Uprated Sports Driveshaft,—,0.7,,10
ASTON MARTIN,ASTON MARTIN VANTAGE N430,3,Drivetrain,Performance Limited Slip Differential,4 Hours,0.8,55800,15
ASTON MARTIN,ASTON MARTIN VANTAGE N430,4,Drivetrain,Lightweight Sequential Gearbox,—,0.7,,22
ASTON MARTIN,ASTON MARTIN VANTAGE N430,1,Body,Polycarbonate Window Replacements,1 Hour,0.4,19700,5
ASTON MARTIN,ASTON MARTIN VANTAGE N430,2,Body,Weight Reduction,—,0.4,,8
ASTON MARTIN,ASTON MARTIN VANTAGE N430,3,Body,Carbon Fibre Panels,4 Hours,0.4,44300,12
ASTON MARTIN,ASTON MARTIN VANTAGE N430,4,Body,General Body Refinement,—,0.4,,18
ASTON MARTIN,ASTON MARTIN VANTAGE N430,5,Body,Aero Optimised Undertray,12 Hours,0.4,99700,26
ASTON MARTIN,ASTON MARTIN VANTAGE N430,6,Body,Advanced Body Refinement,—,0.4,,40
ASTON MARTIN,ASTON MARTIN VANTAGE N430,7,Body,Advanced Weight Reduction,1 Day,0.5,224300,60
ASTON MARTIN,ASTON MARTIN VANTAGE N430,1,Suspension,Uprated Carbon Fibre Racing Swaybar,1 Hour,0.7,22700,6
ASTON MARTIN,ASTON MARTIN VANTAGE N430,2,Suspension,Advanced Damping,2 Hours 30 Minutes,0.7,34100,9
ASTON MARTIN,ASTON MARTIN VANTAGE N430,3,Suspension,Advanced Suspension Tuning,—,0.7,,14
ASTON MARTIN,ASTON MARTIN VANTAGE N430,4,Suspension,Fully Adjustable Racing Shocks,8 Hours,0.7,76700,20
ASTON MARTIN,ASTON MARTIN VANTAGE N430,1,Exhaust,Uprated Hi-Flow Catalytic Converter,1 Hour,0.8,22500,6
ASTON MARTIN,ASTON MARTIN VANTAGE N430,2,Exhaust,Custom Titanium Exhaust Headers,—,0.8,,9
ASTON MARTIN,ASTON MARTIN VANTAGE N430,3,Exhaust,Custom Titanium Competition Exhaust,4 Hours,0.7,50600,14
ASTON MARTIN,ASTON MARTIN VANTAGE N430,1,Brakes,Uprated Competition Brake Pads,1 Hour,0.6,17400,4
ASTON MARTIN,ASTON MARTIN VANTAGE N430,2,Brakes,Uprated Competition Calipers,—,0.6,,7
ASTON MARTIN,ASTON MARTIN VANTAGE N430,3,Brakes,Carbon Ceramic Brake Discs,4 Hours,0.6,39100,10
ASTON MARTIN,ASTON MARTIN VANTAGE N430,1,Tires & Wheels,Camber & Toe Adjustments,1 Hour,0.7,20900,5
ASTON MARTIN,ASTON MARTIN VANTAGE N430,2,Tires & Wheels,High-Grip Performance Compound,—,0.7,,8
ASTON MARTIN,ASTON MARTIN VANTAGE N430,3,Tires & Wheels,Lightweight Alloy Rims,4 Hours,0.8,46900,12
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,1,Engine,High Flow Carbon Fibre Airbox,1 Hour,0.5,30400,8
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,2,Engine,Competition Engine Tuning,—,0.5,,12
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,3,Engine,Competition Throttle Body,4 Hours,0.5,68300,18
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,4,Engine,Increase Engine Bore,—,0.5,,28
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,5,Engine,Performance Intake Manifold,12 Hours,0.4,153700,42
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,6,Engine,Competition Cam-shaft,—,0.5,,60
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,7,Engine,Competition Cylinder Heads,1 Day,0.5,345800,95
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,1,Drivetrain,Lightweight Flywheel,1 Hour,0.6,28300,7
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,2,Drivetrain,Uprated Sports Driveshaft,—,0.6,,10
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,3,Drivetrain,Race-Spec Lightweight Differential,4 Hours,0.6,63600,16
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,4,Drivetrain,Re-calibrated Gearbox,—,0.6,,26
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,1,Body,Weight Reduction,1 Hour,0.4,22400,6
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,2,Body,General Body Refinement,—,0.4,,9
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,3,Body,Aero Optimised Undertray,4 Hours,0.4,50500,14
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,4,Body,Advanced Body Refinement,—,0.5,,20
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,5,Body,Advanced Weight Reduction,12 Hours,0.5,113600,30
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,1,Suspension,Uprated Carbon Fibre Racing Swaybar,1 Hour,0.6,25900,7
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,2,Suspension,Advanced Damping,—,0.7,,10
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,3,Suspension,Advanced Suspension Tuning,4 Hours,0.7,58300,16
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,1,Exhaust,Uprated Hi-Flow Catalytic Converter,1 Hour,0.7,25600,7
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,2,Exhaust,Custom Titanium Exhaust Headers,—,0.7,,10
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,3,Exhaust,Custom Titanium Competition Exhaust,4 Hours,0.6,57600,16
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,1,Brakes,Uprated Competition Brake Pads,1 Hour,0.5,19800,5
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,2,Brakes,Uprated Competition Calipers,—,0.5,,8
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,3,Brakes,Carbon Ceramic Brake Discs,4 Hours,0.5,44600,12
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,1,Tires & Wheels,Specialized Camber & Toe Adjustments,1 Hour,0.6,23800,6
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,2,Tires & Wheels,Elite Racing Compound,—,0.6,,9
ASTON MARTIN,ASTON MARTIN VANTAGE GT3,3,Tires & Wheels,Lightweight Alloy Rims,4 Hours,0.6,53500,14
ASTON MARTIN,ASTON MARTIN ONE-77,1,Engine,High Flow Carbon Fibre Airbox,2 Hours 30 Minutes,0.6,95600,38
ASTON MARTIN,ASTON MARTIN ONE-77,2,Engine,Advanced Engine Tuning,—,0.6,,55
